Airline,Source,Destination,Duration,stops,class,departure time,arrival time,Price,Date
Emirates,IST,CMN,16h 30m,1 stop,business,22:25,12:55+1,"AED 15,436 ",2024-05-29 
Qatar Airways,CMN,NRT,26h 50m,2 stops,economy,20:50,07:40+2,"AED 3,720 ",2024-06-19 
WestJet,LAX,NRT,17h 25m,1 stop,business,07:00,16:25+1,"AED 13,273 ",2024-06-15 
Emirates,NRT,CMN,22h 15m,1 stop,business,22:30,12:45+1,"AED 10,515 ",2024-06-17 
Royal Air Maroc,PAR,CMN,3h 05m,direct,business,19:15,21:20,"AED 2,917 ",2024-06-19 
Royal Air Maroc,PAR,CMN,3h 00m,direct,economy,17:35,19:35,"AED 1,249",2024-06-28
Delta,LAX,PAR,10h 45m,direct,business,21:00,16:45+1,"AED 26,469 ",2024-06-18 
Tunisair,CMN,IST,7h 25m,1 stop,economy,02:00,11:25,"AED 1,241 ",2024-06-17 
China Eastern,NRT,CMN,27h 35m,2 stops,economy,16:55,12:30+1,"AED 3,542 ",2024-06-15 
WestJet,NRT,LAX,14h 46m,1 stop,economy,18:30,17:16,"AED 4,240",2024-06-28
Air France,CMN,PAR,3h 05m,direct,business,10:20,14:25,"AED 3,400 ",2024-06-24 
WestJet,LAX,NRT,27h 25m,2 stops,business,21:00,16:25+2,"AED 6,860",2024-06-29
Iberia,PAR,CMN,5h 35m,1 stop,business,12:40,17:15,"AED 2,370",2024-06-30
Qatar Airways,CMN,IST,13h 20m,1 stop,economy,20:50,12:10+1,"AED 2,720 ",2024-06-04 
Korean Air,IST,NRT,13h 50m,1 stop,economy,21:20,17:10+1,"AED 3,660",2024-07-05
China Airlines,NRT,LAX,18h 50m,1 stop,business,17:55,20:45,"AED 9,650 ",2024-06-11 
Turkish Airlines,CMN,IST,4h 25m,direct,economy,10:15,16:40,"AED 2,178 ",2024-06-08 
Qatar Airways,PAR,NRT,25h 45m,2 stops,economy,10:10,18:55+1,"AED 6,060",2024-07-06
Korean Air,NRT,IST,28h 45m,1 stop,business,20:55,19:40+1,"AED 12,880 ",2024-06-02 
Egypt Air,IST,NRT,21h 30m,1 stop,business,14:00,17:30+1,"AED 6,669 ",2024-06-01 
Air Serbia,PAR,IST,6h 10m,1 stop,business,20:25,03:35+1,"AED 1,398 ",2024-06-10 
Etihad Airways,CMN,NRT,19h 45m,1 stop,economy,09:15,13:00+1,"AED 3,676 ",2024-06-15 
Qatar Airways,IST,LAX,21h 20m,1 stop,economy,20:05,07:25+1,"AED 2,630 ",2024-06-17 
Air Serbia,PAR,IST,6h 00m,1 stop,business,20:25,03:25+1,"AED 1,398 ",2024-06-12 
TAP Portugal,CMN,PAR,5h 00m,1 stop,economy,17:00,23:00,AED 479,2024-06-27
Etihad Airways,NRT,IST,23h 00m,2 stops,business,13:20,06:20+1,"AED 9,415 ",2024-06-20 
Transavia France,CMN,IST,19h 40m,1 stop,economy,18:00,15:40+1,"AED 1,172 ",2024-06-18 
Air Serbia,PAR,IST,4h 55m,1 stop,business,10:05,16:00,"AED 1,319 ",2024-06-25 
Turkish Airlines,CMN,IST,4h 40m,direct,business,16:45,23:25,"AED 4,212 ",2024-06-13 
Delta,LAX,CMN,18h 45m,2 stops,business,12:05,14:50+1,"AED 15,609",2024-07-01
KLM,IST,LAX,16h 20m,1 stop,business,06:45,13:05,"AED 8,560 ",2024-06-05 
Egypt Air,CMN,IST,9h 50m,1 stop,business,01:10,13:00,"AED 4,520",2024-07-08
Delta,LAX,IST,18h 20m,2 stops,business,12:10,16:30+1,"AED 22,271",2024-07-02
SWISS,NRT,PAR,19h 10m,1 stop,business,10:45,22:55,"AED 13,321 ",2024-06-25 
LEVEL,PAR,LAX,17h 55m,1 stop,economy,09:15,18:10,"AED 4,996",2024-07-08
Turkish Airlines,IST,PAR,3h 45m,direct,business,12:25,15:10,"AED 4,020",2024-07-08
LOT,IST,PAR,5h 55m,1 stop,business,13:55,18:50,"AED 2,280 ",2024-06-05 
Qatar Airways,CMN,NRT,25h 55m,2 stops,economy,20:50,06:45+2,"AED 4,760 ",2024-06-08 
Transavia France,IST,PAR,3h 50m,direct,economy,16:25,19:15,AED 669,2024-06-02
Air France,CMN,NRT,28h 15m,2 stops,business,07:30,19:45+1,"AED 26,140 ",2024-06-07 
Turkish Airlines,PAR,IST,3h 40m,direct,economy,16:05,20:45,"AED 1,040 ",2024-06-05 
Air France,IST,PAR,3h 40m,direct,business,06:45,09:25,"AED 4,400 ",2024-05-30 
Qatar Airways,CMN,NRT,32h 50m,2 stops,economy,20:50,13:40+2,"AED 4,760 ",2024-06-21 
Austrian Airlines,PAR,NRT,15h 55m,1 stop,business,09:55,08:50+1,"AED 14,744 ",2024-06-13 
Qatar Airways,CMN,LAX,25h 15m,1 stop,business,20:50,14:05+1,"AED 12,712 ",2024-06-22 
Multiple Airlines,LAX,PAR,19h 40m,2 stops,business,09:00,13:40+1,"AED 8,492",2024-07-02
United Airlines,LAX,IST,21h 20m,2 stops,economy,21:00,04:20+2,"AED 4,560 ",2024-05-30 
Emirates,NRT,IST,21h 55m,1 stop,economy,22:30,14:25+1,"AED 2,261 ",2024-06-16 
Air Algerie,PAR,IST,9h 50m,1 stop,business,16:55,03:45+1,"AED 3,017 ",2024-06-01 
Air France,CMN,LAX,25h 05m,1 stop,business,18:20,11:25+1,"AED 9,010",2024-06-26
Air Arabia Maroc,IST,CMN,5h 00m,direct,economy,00:10,03:10,"AED 1,013",2024-07-04
Air France,PAR,CMN,3h 05m,direct,economy,15:15,17:20,"AED 1,153",2024-06-28
Qatar Airways,NRT,PAR,23h 50m,1 stop,business,22:30,15:20+1,"AED 10,940",2024-06-27
WestJet,LAX,NRT,17h 25m,1 stop,economy,07:00,16:25+1,"AED 4,200 ",2024-06-02 
Delta,PAR,LAX,11h 25m,direct,business,10:40,13:05,"AED 20,807",2024-06-30
Lufthansa,LAX,IST,18h 20m,2 stops,economy,17:00,21:20+1,"AED 4,549 ",2024-05-30 
Royal Air Maroc,CMN,LAX,18h 10m,1 stop,economy,07:00,17:10,"AED 2,550 ",2024-05-30 
Austrian Airlines,CMN,LAX,19h 45m,1 stop,business,01:15,13:00,"AED 10,956 ",2024-06-13 
China Airlines,NRT,LAX,18h 50m,1 stop,economy,17:55,20:45,"AED 2,879 ",2024-06-16 
United Airlines,NRT,LAX,10h 25m,direct,business,17:00,11:25,"AED 13,040",2024-07-02
Philippine Airlines,LAX,NRT,21h 20m,1 stop,business,23:40,13:00+2,"AED 9,327 ",2024-05-30 
JetBlue,LAX,PAR,15h 10m,1 stop,economy,09:05,09:15+1,"AED 3,827 ",2024-06-18 
Asiana Airlines,IST,NRT,15h 00m,1 stop,business,17:40,14:40+1,"AED 10,520",2024-06-26
Lufthansa,IST,PAR,5h 35m,1 stop,business,14:00,18:35,"AED 4,250 ",2024-06-05 
Tunisair,IST,CMN,10h 50m,1 stop,business,12:25,21:15,"AED 3,748 ",2024-06-15 
Lufthansa,CMN,LAX,23h 56m,2 stops,business,01:15,17:11,"AED 8,280 ",2024-06-20 
Emirates,NRT,CMN,22h 15m,1 stop,economy,22:30,12:45+1,"AED 2,921 ",2024-06-04 
Lufthansa,PAR,NRT,19h 15m,2 stops,economy,10:35,12:50+1,"AED 2,561 ",2024-06-13 
Asiana Airlines,NRT,LAX,16h 00m,1 stop,business,16:00,16:00,"AED 9,600 ",2024-06-11 
Qatar Airways,IST,NRT,23h 15m,1 stop,economy,13:40,18:55+1,"AED 1,572 ",2024-06-03 
Iberia,PAR,CMN,7h 25m,1 stop,business,05:45,12:10,"AED 1,930",2024-06-29
Multiple Airlines,IST,LAX,24h 29m,2 stops,economy,06:10,20:39,"AED 3,788",2024-06-26
JAL,LAX,NRT,11h 35m,direct,business,13:05,16:40+1,"AED 16,330 ",2024-06-04 
Delta,LAX,IST,18h 20m,2 stops,business,11:45,16:05+1,"AED 23,197",2024-07-06
TAP Portugal,PAR,CMN,24h 15m,2 stops,economy,07:40,06:55+1,AED 571,2024-06-24
Qatar Airways,IST,NRT,16h 50m,1 stop,economy,20:05,18:55+1,"AED 3,510 ",2024-05-30 
Air Serbia,PAR,IST,6h 00m,1 stop,economy,20:25,03:25+1,"AED 1,421 ",2024-06-21 
Korean Air,NRT,PAR,28h 35m,1 stop,economy,20:55,18:30+1,"AED 2,660 ",2024-06-07 
Iberia,CMN,PAR,5h 55m,1 stop,business,12:45,19:40,"AED 1,437 ",2024-06-14 
Air France,CMN,LAX,16h 15m,1 stop,economy,10:20,18:35,"AED 6,030 ",2024-06-11 
United Airlines,NRT,LAX,10h 15m,direct,business,16:55,11:10,"AED 18,280 ",2024-06-15 
Royal Air Maroc,PAR,CMN,3h 05m,direct,economy,15:10,17:15,"AED 1,017 ",2024-06-20 
Air Serbia,IST,PAR,5h 45m,1 stop,business,04:30,09:15,"AED 1,286 ",2024-06-01 
Qatar Airways,CMN,IST,13h 20m,1 stop,economy,20:50,12:10+1,"AED 2,150 ",2024-05-29 
Qatar Airways,IST,LAX,21h 20m,1 stop,economy,20:05,07:25+1,"AED 2,743 ",2024-06-10 
Asiana Airlines,NRT,LAX,16h 00m,1 stop,economy,16:00,16:00,"AED 3,100 ",2024-06-22 
Iberia,PAR,CMN,7h 10m,1 stop,business,06:00,12:10,"AED 3,500 ",2024-06-02 
Turkish Airlines,CMN,NRT,31h 55m,2 stops,business,16:45,08:40+2,"AED 13,510 ",2024-05-29 
Royal Air Maroc,IST,CMN,4h 55m,direct,economy,11:55,14:50,"AED 2,236",2024-06-26
Etihad Airways,NRT,PAR,29h 45m,2 stops,business,09:00,07:45+1,"AED 10,245 ",2024-05-29 
Delta,LAX,IST,19h 00m,2 stops,business,11:05,16:05+1,"AED 26,043 ",2024-06-21 
Qatar Airways,NRT,CMN,27h 50m,2 stops,economy,18:30,14:20+1,"AED 4,950 ",2024-06-03 
Qatar Airways,CMN,IST,13h 20m,1 stop,economy,20:50,12:10+1,"AED 2,150",2024-07-02
Iberia,PAR,CMN,5h 35m,1 stop,business,12:40,17:15,"AED 2,367 ",2024-06-21 
Lufthansa,IST,PAR,6h 00m,1 stop,business,17:55,22:55,"AED 2,790 ",2024-06-23 
ITA Airways,PAR,CMN,7h 05m,1 stop,business,13:55,20:00,"AED 4,020",2024-06-27
Air France,PAR,CMN,3h 05m,direct,economy,15:15,17:20,"AED 1,059 ",2024-06-23 
LOT,NRT,PAR,18h 15m,1 stop,economy,22:35,09:50+1,"AED 2,760 ",2024-06-03 
Air France,PAR,IST,5h 40m,1 stop,economy,09:10,15:50,AED 791,2024-06-09
Egypt Air,NRT,CMN,24h 00m,1 stop,economy,20:30,12:30+1,"AED 4,205",2024-06-30
LOT,IST,LAX,23h 00m,1 stop,economy,07:05,20:05,"AED 2,490 ",2024-06-02 
Air Canada,LAX,NRT,26h 15m,1 stop,business,20:35,14:50+2,"AED 13,080 ",2024-06-21 
Korean Air,NRT,PAR,31h 10m,1 stop,business,18:20,18:30+1,"AED 7,970 ",2024-06-19 
Etihad Airways,NRT,IST,22h 20m,2 stops,business,14:00,06:20+1,"AED 9,415",2024-07-04
Delta,LAX,CMN,19h 05m,2 stops,business,07:10,10:15+1,"AED 22,765 ",2024-06-08 
Qatar Airways,NRT,CMN,30h 15m,2 stops,business,09:15,07:30+1,"AED 12,830 ",2024-06-17 
Turkish Airlines,CMN,LAX,26h 55m,1 stop,business,16:45,11:40+1,"AED 8,320 ",2024-06-03 
TAP Portugal,PAR,LAX,24h 50m,2 stops,business,07:40,23:30,"AED 9,390",2024-05-31
Air France,NRT,CMN,29h 55m,2 stops,business,11:20,09:15+1,"AED 15,356 ",2024-06-11 
Aer Lingus,PAR,LAX,14h 10m,1 stop,business,13:20,18:30,"AED 11,528 ",2024-06-24 
Ethiopian Air,NRT,PAR,40h 30m,2 stops,business,21:15,06:45+2,"AED 8,210 ",2024-06-10 
Aegean Airlines,IST,PAR,7h 35m,1 stop,economy,10:40,17:15,AED 940,2024-06-30
Egypt Air,CMN,IST,9h 50m,1 stop,business,01:10,13:00,"AED 3,837 ",2024-06-17 
Transavia France,IST,CMN,12h 10m,1 stop,economy,06:45,16:55,"AED 1,480",2024-05-31
Etihad Airways,NRT,PAR,25h 25m,2 stops,business,13:20,07:45+1,"AED 10,245 ",2024-06-03 
Multiple Airlines,IST,LAX,23h 26m,2 stops,economy,06:10,19:36,"AED 3,028 ",2024-06-12 
Royal Air Maroc,CMN,LAX,22h 11m,2 stops,economy,10:00,00:11+1,"AED 3,940",2024-06-28
Aer Lingus,PAR,LAX,14h 10m,1 stop,economy,13:20,18:30,"AED 4,348",2024-06-26
Asiana Airlines,NRT,LAX,16h 50m,1 stop,economy,09:00,09:50,"AED 2,470 ",2024-06-23 
Korean Air,PAR,NRT,16h 10m,1 stop,business,13:30,12:40+1,"AED 15,140",2024-06-26
Delta,LAX,IST,18h 56m,2 stops,economy,11:34,16:30+1,"AED 5,011",2024-06-26
WestJet,NRT,LAX,17h 35m,2 stops,business,18:30,20:05,"AED 8,110 ",2024-06-15 
Multiple Airlines,IST,LAX,21h 29m,2 stops,business,06:10,17:39,"AED 14,153",2024-07-04
Royal Air Maroc,PAR,CMN,3h 05m,direct,economy,09:15,11:20,"AED 1,182 ",2024-06-14 
KLM,IST,LAX,16h 20m,1 stop,business,06:45,13:05,"AED 10,620 ",2024-06-15 
Asiana Airlines,IST,NRT,15h 00m,1 stop,business,17:40,14:40+1,"AED 15,510 ",2024-06-01 
Air Canada,NRT,LAX,17h 21m,1 stop,business,16:40,18:01,"AED 8,770 ",2024-06-18 
Thai Airways,NRT,IST,18h 10m,1 stop,economy,17:25,05:35+1,"AED 2,381 ",2024-06-15 
Delta,LAX,PAR,10h 55m,direct,business,15:20,11:15+1,"AED 22,154",2024-07-02
Iberia,CMN,PAR,10h 00m,1 stop,business,12:45,23:45,"AED 1,480",2024-07-01
TUI Fly Belgium,CMN,PAR,3h 25m,direct,economy,07:20,11:45,AED 402,2024-06-26
Air France,CMN,NRT,31h 15m,2 stops,business,18:20,09:35+2,"AED 9,870 ",2024-06-25 
Emirates,PAR,NRT,23h 10m,1 stop,business,11:25,17:35+1,"AED 16,915",2024-07-02
Delta,LAX,CMN,18h 00m,2 stops,economy,07:15,09:15+1,"AED 5,271 ",2024-05-29 
Air Algerie,PAR,IST,14h 20m,1 stop,business,09:00,00:20+1,"AED 2,745 ",2024-06-02 
Emirates,NRT,IST,21h 55m,1 stop,economy,22:30,14:25+1,"AED 2,261 ",2024-06-19 
Pegasus Airlines,IST,PAR,5h 30m,1 stop,economy,15:35,20:05,AED 635,2024-06-13
SWISS,PAR,NRT,18h 40m,2 stops,business,07:10,08:50+1,"AED 17,967 ",2024-06-10 
Turkish Airlines,NRT,PAR,29h 55m,1 stop,economy,10:35,09:30+1,"AED 2,830",2024-06-29
Delta,IST,LAX,16h 20m,1 stop,economy,06:45,13:05,"AED 8,628 ",2024-06-07 
Egypt Air,PAR,NRT,33h 55m,2 stops,business,16:00,08:55+2,"AED 10,020 ",2024-06-01 
Air Algerie,PAR,IST,8h 10m,1 stop,business,15:30,00:40+1,"AED 2,665 ",2024-05-29 
Delta,LAX,IST,16h 50m,1 stop,business,13:40,16:30+1,"AED 23,173",2024-06-29
Korean Air,NRT,PAR,28h 05m,1 stop,economy,20:55,18:00+1,"AED 2,660 ",2024-06-19 
Lufthansa,PAR,CMN,10h 55m,2 stops,business,14:30,00:25+1,"AED 2,330",2024-07-03
TAP Portugal,PAR,LAX,26h 05m,2 stops,business,07:40,00:45+1,"AED 9,390",2024-05-31
Ajet,IST,PAR,3h 55m,direct,economy,08:35,11:30,AED 751,2024-07-01
British Airways,IST,CMN,20h 20m,2 stops,business,17:50,12:10+1,"AED 4,026 ",2024-06-18 
Lufthansa,CMN,LAX,19h 45m,1 stop,business,01:15,13:00,"AED 13,860 ",2024-06-02 
Condor,LAX,IST,16h 20m,1 stop,business,19:00,21:20+1,"AED 16,624 ",2024-06-22 
Egypt Air,IST,CMN,19h 30m,1 stop,business,19:00,12:30+1,"AED 2,682 ",2024-06-04 
Air Serbia,PAR,IST,6h 00m,1 stop,economy,20:25,03:25+1,"AED 1,222",2024-06-30
Turkish Airlines,PAR,IST,3h 45m,direct,business,07:20,12:05,"AED 3,423 ",2024-06-15 
Royal Air Maroc,PAR,CMN,3h 05m,direct,economy,17:30,19:35,"AED 1,122 ",2024-06-09 
Emirates,NRT,CMN,22h 15m,1 stop,business,22:30,12:45+1,"AED 10,515 ",2024-06-19 
Lufthansa,PAR,LAX,15h 20m,1 stop,economy,10:35,16:55,"AED 3,947 ",2024-06-22 
Thai Airways,PAR,NRT,19h 05m,1 stop,economy,13:40,15:45+1,"AED 2,227 ",2024-06-10 
Delta,IST,LAX,19h 20m,1 stop,economy,06:45,16:05,"AED 8,634 ",2024-06-14 
Pegasus Airlines,IST,CMN,5h 10m,direct,economy,19:50,23:00,AED 559,2024-06-05
Egypt Air,CMN,IST,15h 25m,1 stop,business,13:30,06:55+1,"AED 5,227 ",2024-06-22 
Egypt Air,IST,CMN,19h 30m,1 stop,business,19:00,12:30+1,"AED 4,354 ",2024-06-25 
Qatar Airways,NRT,PAR,29h 25m,1 stop,business,22:30,20:55+1,"AED 8,300",2024-06-26
Iberia,CMN,PAR,6h 20m,1 stop,business,12:45,20:05,"AED 1,732 ",2024-06-06 
Pegasus Airlines,PAR,IST,3h 25m,direct,economy,14:20,18:45,AED 488,2024-05-29
Air France,PAR,NRT,13h 50m,direct,business,12:20,09:10+1,"AED 18,750 ",2024-06-11 
LOT,NRT,IST,24h 10m,1 stop,economy,22:35,16:45+1,"AED 2,990 ",2024-06-08 
Turkish Airlines,PAR,IST,3h 40m,direct,business,16:05,20:45,"AED 3,916 ",2024-06-02 
Qatar Airways,PAR,NRT,26h 15m,2 stops,economy,22:25,07:40+2,"AED 4,290",2024-07-03
Lufthansa,IST,PAR,10h 30m,2 stops,business,14:00,23:30,"AED 3,070",2024-07-08
Royal Air Maroc,PAR,CMN,3h 05m,direct,economy,08:00,10:05,"AED 1,228",2024-06-28
Ajet,PAR,IST,3h 30m,direct,economy,17:25,21:55,"AED 1,443 ",2024-06-22 
Air France,NRT,CMN,30h 00m,1 stop,economy,11:15,09:15+1,"AED 5,246",2024-06-29
Air Algerie,PAR,IST,12h 45m,1 stop,business,14:00,03:45+1,"AED 3,606 ",2024-06-01 
British Airways,IST,CMN,20h 40m,2 stops,economy,17:30,12:10+1,"AED 1,862 ",2024-06-19 
Royal Air Maroc,PAR,CMN,3h 00m,direct,economy,17:35,19:35,"AED 1,202 ",2024-06-14 
KLM,PAR,IST,5h 50m,1 stop,business,09:15,16:05,"AED 3,300",2024-06-26
Tunisair,CMN,IST,7h 25m,1 stop,economy,02:00,11:25,"AED 1,904 ",2024-06-21 
Iberia,CMN,PAR,4h 55m,1 stop,business,17:50,23:45,"AED 1,470 ",2024-06-03 
Asiana Airlines,NRT,IST,30h 10m,1 stop,business,16:00,16:10+1,"AED 6,170 ",2024-06-23 
Air France,LAX,IST,16h 50m,1 stop,economy,13:40,16:30+1,"AED 3,110",2024-07-01
China Airlines,NRT,LAX,16h 40m,1 stop,economy,20:05,20:45,"AED 3,290",2024-06-30
Turkish Airlines,CMN,IST,4h 25m,direct,business,10:15,16:40,"AED 5,630 ",2024-06-21 
JetBlue,LAX,PAR,20h 30m,1 stop,business,05:55,11:25+1,"AED 10,602",2024-07-04
Royal Air Maroc,CMN,PAR,2h 45m,direct,business,12:20,16:05,"AED 2,733 ",2024-06-22 
JetBlue,PAR,LAX,18h 11m,1 stop,economy,08:55,18:06,"AED 4,767",2024-06-27
JetBlue,PAR,LAX,16h 32m,1 stop,economy,13:25,20:57,"AED 3,053",2024-07-01
Korean Air,NRT,IST,16h 20m,1 stop,business,09:20,19:40,"AED 7,970",2024-05-31
Norse Atlantic Airways,PAR,LAX,11h 50m,direct,economy,16:15,19:05,"AED 1,405 ",2024-06-08 
Aer Lingus,LAX,PAR,16h 35m,1 stop,business,19:35,21:10+1,"AED 13,504 ",2024-06-04 
WestJet,LAX,NRT,17h 25m,1 stop,business,07:00,16:25+1,"AED 13,990 ",2024-06-24 
Royal Air Maroc,PAR,CMN,3h 05m,direct,business,19:15,21:20,"AED 2,917 ",2024-06-12 
Egypt Air,CMN,IST,11h 20m,1 stop,business,13:30,02:50+1,"AED 3,579 ",2024-06-11 
Egypt Air,PAR,NRT,18h 30m,1 stop,economy,16:00,17:30+1,"AED 2,490 ",2024-06-01 
Emirates,NRT,PAR,22h 00m,1 stop,economy,22:30,13:30+1,"AED 2,371 ",2024-06-10 
Hawaiian Airlines,LAX,NRT,18h 00m,1 stop,economy,07:00,17:00+1,"AED 4,337 ",2024-06-09 
KLM,IST,LAX,16h 20m,1 stop,business,06:45,13:05,"AED 16,400",2024-07-06
Vueling,PAR,LAX,16h 00m,1 stop,economy,07:10,14:10,"AED 1,478 ",2024-06-20 
Royal Air Maroc,CMN,IST,4h 40m,direct,business,16:45,23:25,"AED 6,967",2024-07-01
Etihad Airways,NRT,PAR,24h 15m,2 stops,business,17:30,10:45+1,"AED 10,105 ",2024-06-18 
Turkish Airlines,IST,NRT,14h 30m,1 stop,economy,02:00,22:30,"AED 3,750 ",2024-06-24 
Cathay Pacific,NRT,CMN,34h 55m,2 stops,economy,18:30,21:25+1,"AED 4,316 ",2024-05-29 
Royal Air Maroc,IST,CMN,4h 50m,direct,economy,18:10,21:00,"AED 1,472 ",2024-06-20 
LOT,IST,PAR,9h 50m,1 stop,business,13:55,22:45,"AED 2,280 ",2024-06-23 
Lufthansa,PAR,LAX,15h 20m,1 stop,business,10:35,16:55,"AED 13,435",2024-07-04
Turkish Airlines,IST,PAR,3h 45m,direct,business,19:45,22:30,"AED 4,020 ",2024-06-22 
Condor,LAX,IST,16h 20m,1 stop,economy,19:00,21:20+1,"AED 3,509 ",2024-06-19 
Asiana Airlines,NRT,IST,30h 10m,1 stop,economy,16:00,16:10+1,"AED 1,990",2024-06-28
Air France,LAX,PAR,10h 50m,direct,business,18:30,14:20+1,"AED 26,510 ",2024-06-05 
French Bee,PAR,LAX,11h 40m,direct,economy,14:50,17:30,"AED 2,919",2024-07-06
Egypt Air,IST,CMN,10h 00m,1 stop,business,04:30,12:30,"AED 4,522",2024-07-04
Qatar Airways,CMN,NRT,32h 35m,2 stops,business,14:10,06:45+2,"AED 10,890 ",2024-06-12 
TAP Portugal,CMN,PAR,4h 50m,1 stop,business,17:10,23:00,"AED 1,170",2024-07-01
Pegasus Airlines,IST,PAR,3h 50m,direct,economy,10:25,13:15,AED 555,2024-05-30
Qatar Airways,NRT,CMN,28h 50m,2 stops,business,10:40,07:30+1,"AED 12,830 ",2024-06-04 
Air France,NRT,CMN,28h 40m,2 stops,economy,12:35,09:15+1,"AED 5,146",2024-07-03
JetBlue,LAX,PAR,16h 15m,1 stop,business,08:00,09:15+1,"AED 11,153",2024-07-06
Qatar Airways,NRT,CMN,23h 50m,1 stop,economy,22:30,14:20+1,"AED 3,180",2024-07-07
Air Canada,LAX,NRT,11h 15m,direct,business,11:25,14:40+1,"AED 16,318 ",2024-05-30 
Turkish Airlines,IST,NRT,11h 05m,direct,economy,15:50,08:55+1,"AED 4,080",2024-06-30
KLM,NRT,CMN,38h 00m,2 stops,business,11:20,17:20+1,"AED 15,356 ",2024-06-25 
Qatar Airways,CMN,NRT,32h 35m,2 stops,business,14:10,06:45+2,"AED 10,890 ",2024-06-25 
Condor,LAX,PAR,14h 35m,1 stop,economy,19:00,18:35+1,"AED 2,550 ",2024-06-04 
Multiple Airlines,LAX,IST,21h 29m,2 stops,economy,09:31,17:00+1,"AED 3,509 ",2024-06-18 
Malaysia Airlines,NRT,IST,24h 30m,1 stop,business,10:20,04:50+1,"AED 6,960",2024-07-01
Qatar Airways,NRT,CMN,37h 05m,2 stops,business,09:15,14:20+1,"AED 12,830 ",2024-06-18 
Multiple Airlines,IST,LAX,24h 29m,2 stops,economy,06:10,20:39,"AED 3,788 ",2024-06-24 
Norse Atlantic Airways,PAR,LAX,11h 50m,direct,economy,16:15,19:05,AED 997,2024-06-01
Gulf Air,CMN,IST,19h 00m,1 stop,business,09:00,06:00+1,"AED 6,974 ",2024-06-01 
Cathay Pacific,NRT,CMN,30h 00m,2 stops,economy,17:15,15:15+1,"AED 3,672 ",2024-06-13 
Lufthansa,CMN,LAX,23h 40m,1 stop,economy,01:15,16:55,"AED 3,607 ",2024-06-23 
Air France,IST,CMN,16h 15m,1 stop,business,06:45,21:00,"AED 5,560 ",2024-06-03 
Air France,CMN,NRT,31h 15m,2 stops,business,18:20,09:35+2,"AED 9,870 ",2024-06-25 
Etihad Airways,NRT,CMN,25h 40m,2 stops,business,14:00,07:40+1,"AED 8,635 ",2024-06-07 
Korean Air,IST,NRT,13h 50m,1 stop,economy,21:20,17:10+1,"AED 3,660",2024-07-08
KLM,CMN,IST,19h 45m,2 stops,business,18:20,16:05+1,"AED 4,380",2024-07-04
Alaska Airlines,LAX,NRT,15h 40m,1 stop,economy,08:50,16:30+1,"AED 5,030",2024-06-27
Turkish Airlines,IST,PAR,3h 40m,direct,economy,15:30,18:10,"AED 2,250 ",2024-06-16 
Qatar Airways,CMN,NRT,26h 50m,2 stops,economy,20:50,07:40+2,"AED 4,940 ",2024-06-03 
Malaysia Airlines,NRT,IST,22h 15m,1 stop,business,22:30,14:45+1,"AED 12,930 ",2024-06-09 
Transavia France,CMN,PAR,3h 00m,direct,economy,11:30,15:30,"AED 1,262 ",2024-05-29 
Qatar Airways,CMN,NRT,32h 35m,2 stops,economy,14:10,06:45+2,"AED 5,130 ",2024-06-16 
TAP Portugal,CMN,PAR,7h 50m,1 stop,business,11:25,20:15,"AED 1,170",2024-07-07
Delta,LAX,CMN,20h 10m,1 stop,business,16:50,21:00+1,"AED 15,592 ",2024-06-23 
Turkish Airlines,NRT,IST,13h 10m,direct,economy,10:35,17:45,"AED 3,060",2024-07-08
Qatar Airways,IST,NRT,23h 10m,1 stop,economy,13:45,18:55+1,"AED 3,510 ",2024-06-06 
JetBlue,PAR,LAX,19h 07m,1 stop,economy,08:55,19:02,"AED 2,851 ",2024-06-11 
Korean Air,IST,NRT,15h 15m,1 stop,business,22:30,19:45+1,"AED 15,520 ",2024-06-22 
Air France,PAR,CMN,3h 05m,direct,economy,15:15,17:20,AED 940,2024-06-18
Egypt Air,CMN,IST,15h 15m,1 stop,business,00:45,18:00,"AED 3,238",2024-06-29
Aer Lingus,LAX,PAR,15h 55m,1 stop,business,20:15,21:10+1,"AED 15,267 ",2024-06-10 
Tunisair,PAR,CMN,6h 10m,1 stop,business,20:00,01:10+1,"AED 2,870 ",2024-06-10 
TUI Fly Belgium,CMN,LAX,20h 30m,1 stop,economy,06:35,19:05,"AED 2,327",2024-06-29
Austrian Airlines,PAR,NRT,29h 35m,1 stop,business,20:15,08:50+2,"AED 14,750 ",2024-06-18 
LOT,IST,LAX,16h 35m,1 stop,economy,08:00,14:35,"AED 4,470",2024-07-08
Iberia,PAR,CMN,5h 40m,1 stop,economy,07:30,12:10,"AED 1,620",2024-06-29
Aegean Airlines,IST,PAR,6h 30m,1 stop,economy,15:50,21:20,AED 604,2024-06-29
Alaska Airlines,LAX,NRT,15h 30m,1 stop,economy,08:00,15:30+1,"AED 3,670",2024-07-04
Qatar Airways,IST,NRT,28h 05m,1 stop,economy,08:50,18:55+1,"AED 1,690 ",2024-06-11 
Air Canada,CMN,LAX,23h 30m,2 stops,business,08:50,00:20+1,"AED 9,030",2024-06-30
KLM,NRT,CMN,29h 55m,2 stops,business,11:20,09:15+1,"AED 20,686",2024-06-28
TAP Portugal,PAR,LAX,24h 50m,2 stops,business,07:40,23:30,"AED 14,690 ",2024-06-01 
